pizza,egg-tomato,bean,Fish in oil,coca_cola,humberger,franch_frise,dessert,family_portrait_package,dumplings,business volume
443,952,566,68,712,861,813,672,86,28,45712
401,607,241,92,630,675,657,592,70,6,36927
335,569,376,20,419,493,527,413,91,10,29925
295,471,272,101,664,811,820,617,62,7,36656
314,579,618,56,655,869,791,625,77,30,39332
165,834,422,112,558,769,664,542,48,26,36296
391,969,462,56,663,803,869,702,24,26,40437
247,683,537,101,498,635,731,487,8,11,32377
127,810,286,122,434,557,567,488,69,27,33573
223,650,358,93,565,743,731,501,35,28,33654
290,470,641,53,557,607,680,507,47,24,32192
152,944,670,69,414,444,454,364,61,30,31409
125,941,461,53,458,567,596,396,68,19,31467
308,655,521,81,522,546,563,522,64,22,34446
369,942,411,127,586,586,559,616,23,21,38158
150,534,666,23,573,881,731,488,60,21,32128
442,872,253,80,529,442,364,585,61,16,35188
278,944,371,119,643,780,624,680,23,25,38924
215,943,675,37,673,876,749,540,39,25,36841
363,939,572,56,708,938,840,694,23,20,40921
356,673,671,124,770,965,919,730,32,30,44264
400,884,677,32,827,990,904,728,66,25,44565
437,786,273,35,673,756,766,607,17,10,35036
414,774,425,87,746,937,894,768,29,24,42661
332,879,438,105,450,497,478,561,99,27,38759
222,407,660,53,567,772,825,556,91,6,35338
205,841,220,47,523,758,851,516,51,10,33407
174,576,289,105,525,648,530,555,12,27,29708
220,841,645,42,469,521,513,400,28,26,29653
352,966,593,94,494,590,729,588,25,6,37693
299,994,378,64,394,490,453,528,6,19,30716
397,560,522,24,600,751,626,592,52,23,34541
106,582,693,48,549,860,770,488,18,10,30372
393,770,208,51,574,552,537,590,75,9,34709
474,573,417,62,505,512,583,568,13,22,32238
102,611,421,73,405,448,531,320,19,23,24314
269,419,399,102,565,703,652,596,92,27,36579
307,405,272,144,679,916,888,769,36,16,39704
300,435,282,95,656,835,694,631,77,24,37114
256,873,400,117,650,875,793,618,30,10,39132
488,451,313,107,574,623,678,667,40,5,36594
260,569,671,47,452,598,732,484,68,16,33104
196,594,665,109,372,505,521,460,41,14,31083
428,860,312,82,577,519,667,612,39,27,37081
286,896,456,22,437,462,345,358,21,26,26895
157,572,293,40,519,749,756,445,76,12,30738
277,974,560,138,494,489,397,521,70,26,38268
344,823,344,51,481,466,577,516,84,24,34654
121,617,667,124,346,469,413,452,36,14,29479
484,826,462,26,564,475,529,526,22,13,32452
177,832,474,96,460,542,670,430,83,20,34889
449,514,694,29,627,766,815,600,13,7,34712
337,692,622,137,700,836,680,763,50,10,42718
245,757,587,58,711,932,782,615,19,14,36283
159,859,618,118,411,540,496,458,80,17,35359
408,727,505,91,688,901,1002,762,61,7,44300
368,506,341,103,601,629,512,647,16,16,33048
221,551,341,46,560,764,855,570,4,10,29878
296,440,676,46,635,755,673,517,16,7,30939
393,627,698,28,705,920,861,648,26,8,37602
197,431,451,141,644,781,695,552,99,9,38095
246,969,673,98,468,560,570,473,68,21,37244
137,833,555,69,623,918,907,597,78,22,39468
386,734,278,37,648,784,901,612,71,24,38489
171,533,584,104,458,599,736,536,7,27,30961
425,484,630,85,587,705,645,661,11,12,35384
462,898,329,126,710,855,958,776,4,11,43603
203,665,207,118,583,683,712,586,73,5,35751
382,932,603,107,687,771,787,707,48,27,43833
174,485,363,100,620,876,716,581,73,28,35949
369,668,322,80,612,707,615,660,38,6,35542
101,841,285,82,665,991,1075,624,40,16,37764
129,535,693,86,301,438,484,387,63,23,28614
311,540,697,125,744,895,779,695,77,28,43494
411,932,316,125,620,735,594,692,70,22,43013
338,957,454,150,437,493,529,555,97,16,41322
305,911,315,71,784,990,1091,654,100,22,45439
481,754,295,95,677,728,838,748,25,21,40691
389,472,489,129,520,551,482,676,58,15,36729
399,861,581,63,567,654,620,558,90,5,39557
412,891,406,127,754,843,842,733,79,13,46557
384,802,406,39,533,500,371,567,43,12,31798
438,454,279,21,554,618,717,546,70,25,33077
456,639,552,119,838,947,958,745,24,28,44612
255,996,272,90,680,831,803,663,89,6,41844
348,608,527,147,585,729,610,678,34,30,39474
449,494,384,137,631,721,717,670,30,6,38628
115,797,653,48,390,584,716,343,81,29,32049
412,806,615,66,697,913,1021,662,97,30,46397
465,602,446,83,786,998,830,846,59,25,44687
424,498,465,51,567,564,506,616,62,30,34275
198,996,466,131,712,952,798,688,55,17,43314
221,460,450,20,553,680,740,425,61,18,29314
318,886,214,70,540,539,541,536,86,28,35877
391,953,305,106,526,587,613,601,13,17,36406
446,673,451,81,536,441,504,577,57,23,35436
493,725,308,108,566,628,527,682,92,29,41848
378,634,211,97,622,751,701,686,70,17,38904
410,975,513,49,708,830,768,655,71,23,42597
187,997,486,57,429,476,362,426,48,12,29959
206,496,235,41,611,793,807,555,11,22,29130
168,858,468,120,645,818,790,631,18,29,37720
112,709,271,88,683,905,737,500,50,25,34098
232,538,561,46,631,878,945,516,85,16,36922
288,971,316,138,463,588,477,537,58,26,37733
386,642,368,41,801,950,904,685,83,25,41477
361,883,666,35,725,862,812,638,57,30,41021
443,684,520,102,715,741,678,756,10,13,39224
469,635,512,105,484,497,523,669,8,8,34855
448,920,478,24,817,911,964,730,71,17,44073
403,634,418,143,662,752,727,672,22,7,39453
411,996,407,101,745,981,1044,799,82,10,49115
130,820,465,129,471,715,825,531,6,26,34420
105,903,325,128,366,478,493,403,87,27,33445
277,913,310,117,574,722,824,649,4,28,37528
279,431,337,110,719,971,1011,684,84,7,41203
449,534,524,48,635,623,609,624,48,21,35340
190,958,383,51,540,705,588,537,98,19,36412
324,786,501,51,722,973,946,669,59,22,41351
144,717,484,139,429,475,427,432,81,30,33633
314,791,482,72,471,498,594,556,3,26,31639
267,823,359,85,449,551,587,513,48,21,33458
336,451,432,29,645,804,857,536,43,10,32962
481,991,694,40,716,792,817,671,1,6,39949
446,624,461,127,670,830,715,773,82,13,44675
270,539,669,21,744,910,911,566,40,23,35367
334,754,446,144,640,846,758,699,7,5,39683
298,745,322,83,711,985,1027,746,100,22,44863
271,814,526,86,716,993,1039,708,2,11,39925
467,569,638,104,712,775,779,784,91,22,45418
291,485,460,51,752,925,921,610,70,19,37808
125,850,537,136,585,842,767,591,42,29,38918
245,973,329,37,613,760,860,532,11,28,33858
352,947,531,117,665,761,869,688,65,6,44136
263,546,526,131,601,716,755,631,28,27,36900
165,963,490,57,645,884,769,540,57,5,36782
242,492,662,62,490,537,543,406,5,5,26648
153,989,457,98,673,939,882,572,5,24,37492
120,892,311,142,489,732,737,571,10,26,34938
450,665,365,92,529,543,575,640,95,16,39247
107,818,302,147,321,444,473,384,23,24,29053
172,446,692,143,631,792,718,580,43,15,36517
436,642,438,73,708,747,631,631,40,27,37703
407,927,358,50,662,683,767,628,55,24,39096
311,788,319,92,462,493,546,501,87,24,35569
340,930,636,108,559,680,596,624,90,13,42430
206,572,293,29,386,505,554,372,25,27,24406
488,474,429,46,730,917,886,774,68,11,41255
355,851,204,93,530,675,789,606,56,16,38159
483,541,255,97,657,712,651,726,72,23,40177
177,891,564,100,500,737,648,528,82,12,38034
153,804,542,99,484,668,656,439,44,30,33768
205,764,314,107,454,620,575,454,7,27,30453
293,747,650,122,535,596,609,618,57,26,38782
269,749,618,89,780,980,805,631,94,22,43552
172,588,651,43,471,672,680,505,81,8,32651
320,771,205,120,753,969,1035,688,57,27,43614
379,799,585,139,622,638,724,621,90,14,43769
265,523,306,41,625,793,799,606,54,14,33352
498,994,689,83,749,911,841,756,49,27,47457
121,502,561,146,358,541,441,484,7,15,28394
126,576,569,149,456,535,641,457,76,30,34855
246,756,408,76,597,683,692,493,22,16,32592
118,979,430,75,496,756,824,460,25,13,33278
446,780,472,95,675,740,587,723,15,25,39117
466,772,463,57,740,805,836,671,50,30,41397
265,628,476,72,483,537,599,442,41,18,30741
110,748,283,30,340,500,577,363,82,27,27550
492,923,601,150,890,999,984,922,91,16,55048
459,553,309,39,605,617,645,551,49,7,33168
337,941,386,132,448,525,428,560,26,8,35380
444,635,606,99,802,951,868,792,3,5,41735
295,502,539,32,595,738,749,602,24,7,31636
342,923,222,133,531,669,626,615,93,28,41997
315,868,367,53,698,902,764,610,39,22,37881
253,640,479,99,693,826,793,652,97,25,41255
100,540,695,143,475,750,747,497,11,20,33075
424,628,372,123,567,565,703,645,17,12,36437
460,644,546,34,553,457,506,583,6,25,31109
495,911,273,51,796,935,784,736,11,11,40327
298,968,284,22,647,747,812,588,66,10,36664
238,797,386,145,493,689,654,541,53,27,37894
378,538,273,110,553,635,734,653,82,12,38431
367,609,425,148,495,566,502,633,68,6,38069
332,613,700,43,468,453,464,415,79,30,32280
152,601,559,136,555,834,948,639,94,17,41529
160,535,601,65,425,576,678,461,58,8,30191
470,649,237,47,734,846,728,721,0,25,35969
282,832,271,60,519,529,441,428,87,26,32927
187,898,528,136,393,490,429,465,13,10,31626
119,927,234,22,454,643,607,364,21,7,25927
180,688,669,112,607,925,762,679,50,18,39669
269,859,679,38,587,690,609,483,3,5,31406
419,713,510,35,600,747,619,678,24,24,35725
114,456,688,40,474,571,480,329,69,16,26653
168,786,657,88,428,597,649,502,51,18,33910
329,629,437,36,675,830,746,605,34,26,34859
455,888,641,88,827,948,952,834,74,5,48700
175,596,483,101,650,958,793,630,19,24,35865
283,513,540,58,687,824,916,544,40,11,35063
372,591,511,25,607,690,770,505,31,14,32513
131,761,556,50,705,998,1033,592,68,22,38884
354,863,661,107,434,453,346,480,81,23,37048
218,598,572,45,632,926,825,547,37,6,34057
357,878,462,76,744,959,892,770,32,20,42542
464,942,694,79,701,787,729,735,1,28,41727
354,629,536,112,727,994,835,736,27,7,41340
341,937,427,134,491,551,680,643,86,30,42474
129,615,409,150,430,480,463,493,75,19,32909
135,652,364,43,442,591,512,359,39,26,26137
140,880,369,72,560,739,638,448,65,9,33417
131,788,307,29,503,727,637,426,13,14,26949
200,405,602,28,542,714,791,473,77,14,31482
289,590,687,101,569,754,835,564,17,24,36352
245,859,232,64,409,480,537,465,8,5,27655
344,711,255,136,440,462,544,578,1,17,32392
474,925,572,107,550,487,463,647,35,15,38957
141,497,441,106,448,619,536,487,5,16,27583
233,691,585,115,598,829,689,590,90,7,40177
208,668,446,114,381,521,572,532,85,9,34557
357,649,350,130,813,993,990,808,69,13,45936
477,630,328,112,655,622,717,651,99,18,42270
115,844,340,37,584,808,831,473,7,11,29691
210,892,518,141,657,959,997,729,86,6,46339
392,688,634,79,540,478,486,525,89,7,36606
204,944,491,72,502,721,717,570,6,19,33761
257,861,481,90,457,596,615,538,34,30,34653
369,838,345,45,653,854,794,653,86,9,40469
313,637,688,134,772,938,982,735,62,17,45474
154,683,404,48,655,847,819,537,68,24,34772
439,844,682,73,768,927,952,790,16,20,43945
137,869,291,148,529,733,581,598,13,22,34698
132,972,360,135,341,476,572,479,86,25,35921
186,448,367,93,693,889,976,627,83,15,38071
274,759,545,147,637,911,930,682,3,8,40616
379,887,639,125,614,657,764,649,31,6,41088
184,893,331,75,522,688,693,455,91,17,35795
464,659,442,92,766,802,771,758,17,21,40295
306,987,530,26,597,715,815,579,71,26,38654
377,834,261,114,528,618,579,658,73,25,39685
429,787,305,85,840,995,1067,795,82,13,47051
292,574,411,75,672,900,890,640,16,22,36024
324,960,304,88,821,996,1038,667,67,19,44790
463,782,495,90,501,431,347,571,46,19,35257
148,780,465,92,321,460,404,451,7,12,26796
452,760,673,36,634,656,516,557,35,27,35818
245,894,346,142,680,828,885,600,28,20,40297
183,702,544,128,590,778,690,586,38,21,36870
456,851,261,82,569,593,658,600,56,27,38480
206,588,556,136,582,763,841,653,54,26,39243
381,643,604,93,550,551,651,589,55,28,37369
180,842,572,86,368,485,365,370,88,15,32094
470,967,646,68,782,861,771,747,58,15,45344
309,803,492,23,457,502,573,471,72,9,32024
129,880,537,29,618,781,675,450,51,11,32113
232,554,632,60,646,929,884,617,14,18,35021
284,726,431,90,664,831,754,650,38,27,38093
383,682,577,133,728,861,776,772,76,11,45385
348,912,451,92,826,987,1033,685,79,8,46160
186,631,585,47,346,438,494,324,15,15,24491
108,546,445,58,312,449,381,293,65,18,24410
414,800,648,75,655,750,710,694,42,14,40482
326,989,206,104,698,938,1015,728,26,30,42920
270,765,426,49,459,535,514,440,41,30,30359
220,864,695,105,610,854,938,616,25,26,40212
461,452,584,112,636,698,605,733,75,12,40943
320,613,280,50,463,476,401,518,50,28,29373
496,425,484,50,609,591,553,670,57,12,35146
262,823,235,94,592,721,810,518,30,18,35044
373,890,338,43,503,563,495,544,86,7,35391
473,499,279,22,812,914,1006,686,49,12,38392
459,584,200,80,666,730,831,741,5,16,36415
101,412,370,58,586,925,984,533,90,21,34567
135,867,267,107,467,538,481,450,86,9,32913
228,440,358,26,756,978,887,625,93,24,36676
242,584,651,35,450,489,486,474,100,13,31738
308,751,458,79,743,869,755,698,27,28,38673
220,644,369,129,365,446,434,491,64,17,32038
275,968,556,133,715,850,734,694,26,14,41987
363,521,282,96,554,651,558,640,63,12,35312
477,932,340,124,631,767,879,731,45,23,45014
310,795,545,128,601,765,759,613,77,22,42441
398,537,680,88,604,594,633,624,98,23,39985
176,466,515,143,522,769,774,557,44,20,35673
324,775,353,133,628,692,681,637,28,17,38111
268,887,608,61,686,813,712,591,27,13,36775
465,778,498,116,673,697,664,757,53,10,42725
135,657,444,72,618,781,884,499,46,30,33894
484,819,401,66,638,714,787,717,76,16,42463
253,757,606,103,448,571,631,532,22,9,33500
185,796,222,98,570,665,716,544,59,16,34650
235,992,444,30,588,705,819,534,69,13,36363
187,601,535,144,611,788,701,578,23,15,35872
352,613,650,35,401,432,507,463,47,18,30156
128,880,433,131,522,793,708,583,38,9,36680
319,459,292,54,539,546,475,455,98,30,31740
435,791,493,66,608,694,571,594,10,28,35728
431,789,410,63,791,978,1016,793,89,18,46591
480,490,390,26,873,972,924,781,28,8,38873
397,614,660,135,632,794,816,726,30,17,42085
111,463,249,51,329,443,420,318,28,17,20814
406,766,446,53,566,510,578,479,42,30,33665
451,973,452,37,568,495,582,547,47,22,35969
245,954,305,60,638,909,900,645,28,15,37718
429,560,297,45,722,868,781,726,60,11,38412
210,448,691,31,686,994,856,616,61,5,35579
217,858,375,41,729,920,958,617,81,25,39807
257,783,371,37,586,687,570,520,1,10,29174
139,812,324,145,675,925,1011,579,25,29,39373
162,926,499,24,631,941,1030,545,94,7,39178
274,426,606,58,672,919,775,633,96,21,38764
331,683,621,65,553,726,632,551,41,5,35025
325,953,615,24,510,529,462,467,3,10,29793
451,559,270,115,855,981,980,848,38,5,43903
355,993,582,88,729,872,793,697,83,14,45378
499,798,392,134,549,511,544,666,15,11,38196
148,780,392,41,329,470,396,307,23,18,23844
221,733,512,127,694,923,821,702,86,26,43685
453,652,338,88,723,893,859,738,99,23,45024
458,685,237,91,669,816,720,746,19,25,38956
397,991,675,37,686,802,876,576,76,21,42628
492,595,226,68,656,692,803,664,66,8,38660
306,483,515,144,417,439,325,499,17,22,30397
436,502,291,39,735,819,829,614,43,15,35747
350,944,663,37,421,492,434,536,17,21,32048
461,407,278,32,719,837,925,661,15,29,34888
445,723,384,65,713,854,957,761,79,21,43964
288,834,295,43,779,941,994,618,51,21,39037
369,859,649,63,470,463,363,562,7,27,32125
454,893,429,47,726,759,761,703,14,22,38751
285,859,341,100,469,456,415,456,79,24,34279
311,472,313,79,628,718,811,594,42,10,34003
171,504,336,108,419,451,505,376,11,23,25646
427,623,392,26,772,980,943,763,91,23,42928
329,686,367,93,734,941,880,719,84,24,43270
440,416,503,127,625,739,808,730,80,11,42313
400,410,236,71,652,668,752,635,66,23,35644
265,676,404,84,633,886,848,611,72,19,39209
335,902,435,105,815,976,1005,676,71,18,45848
260,857,255,63,534,699,593,500,34,13,32268
229,882,409,90,401,536,498,469,20,12,30727
336,823,371,22,730,851,858,598,83,17,39051
442,690,618,110,579,520,436,645,76,29,39882
307,913,570,135,600,727,688,596,18,29,39696
329,469,449,92,618,670,799,550,8,20,32954
422,887,363,56,477,534,678,584,42,12,35622
231,851,441,100,671,970,979,708,77,23,43868
367,851,644,60,535,528,492,514,44,22,34816
466,592,433,132,496,528,631,631,84,11,40302
421,728,670,36,537,593,663,572,18,20,34193
475,664,355,38,660,796,665,666,57,17,37923
278,999,270,116,646,833,712,690,95,21,43792
464,404,241,140,627,741,671,776,62,26,40901
159,704,619,99,500,735,643,575,4,26,32806
479,799,596,96,444,438,430,651,61,7,38106
334,867,536,68,683,836,755,619,66,25,40860
239,411,433,111,687,829,858,649,55,11,37044
466,984,579,28,498,489,371,593,49,18,35454
459,461,406,150,534,613,596,743,73,11,40805
243,644,481,44,562,791,722,504,91,5,35200
456,452,546,92,512,430,534,630,60,17,35349
337,897,657,50,629,711,725,606,10,20,36200
110,587,509,66,570,770,730,521,23,18,30407
454,619,545,85,627,604,527,689,19,11,35894
456,824,579,136,496,450,593,564,94,25,42460
118,797,252,113,442,622,616,448,29,15,30464
313,808,264,76,674,893,760,658,46,24,38676
123,790,413,91,408,571,706,457,28,21,30585
124,933,275,79,608,819,750,479,17,12,32435
262,587,287,20,559,626,485,471,86,9,29889
209,729,512,51,570,749,780,509,18,8,31821
426,733,303,129,582,673,781,627,12,8,37915
223,715,303,115,415,517,541,445,58,10,31969
480,814,672,132,484,463,344,672,55,22,40317
352,782,679,43,545,704,659,590,78,17,38300
215,507,418,26,785,1000,1008,550,62,17,35533
406,975,244,20,744,850,716,632,83,21,40231
341,776,386,108,653,846,763,653,47,30,40698
315,400,277,84,553,699,641,614,80,7,34471
378,535,668,102,500,434,410,541,77,19,35305
304,526,348,143,456,574,565,563,5,6,31813
494,635,515,141,826,941,981,826,32,19,47028
231,563,319,83,491,627,744,464,90,16,33949
444,453,489,102,503,525,630,666,29,29,35466
250,943,231,30,641,876,894,534,23,20,34472
385,795,493,63,734,954,1020,669,65,19,43446
212,494,314,21,688,937,1003,581,62,23,34361
399,667,612,20,507,582,614,516,15,20,31170
340,758,347,52,527,568,625,575,72,18,34994
160,516,307,66,617,841,899,479,55,24,32841
485,585,287,141,544,495,562,671,15,16,36248
360,703,268,23,740,923,891,636,29,8,35700
292,470,403,40,668,907,809,612,61,8,35052
122,723,455,37,537,673,774,409,0,29,27451
307,802,391,149,656,867,878,653,69,28,44330
109,471,353,126,553,719,819,536,30,24,32240
361,501,501,88,655,754,706,648,91,18,39647
462,600,477,115,621,653,696,666,59,8,40214
303,403,593,144,668,770,748,715,98,15,42365
124,746,510,58,717,949,1020,489,66,19,37171
471,456,453,27,723,812,752,619,72,19,37475
476,502,498,144,657,666,729,770,24,15,40660
159,729,277,69,510,643,620,481,24,5,28805
282,460,321,140,442,578,609,564,35,9,32772
336,563,288,91,757,971,845,742,93,19,42582
372,801,434,104,537,603,711,624,49,24,38714
252,465,456,128,726,942,914,661,29,13,38465
418,905,598,110,752,867,788,725,35,5,43928
229,463,417,84,629,790,844,597,34,27,34210
337,622,682,29,708,938,911,688,29,14,37870
370,615,394,133,781,905,776,695,22,5,40130
480,633,227,118,534,489,515,612,27,13,34887
329,834,291,125,587,634,645,649,69,22,39886
288,997,538,135,545,646,571,576,84,24,41972
446,836,316,106,588,539,433,661,53,28,38359
445,808,240,85,549,464,548,592,91,21,38154
385,681,208,125,517,615,496,672,73,7,37877
404,820,383,79,536,489,523,581,77,16,36999
285,403,543,44,576,698,790,566,6,27,30339
488,994,279,26,628,555,664,577,21,29,35419
376,509,289,116,603,776,751,648,60,22,38722
411,654,255,105,534,549,530,600,2,19,32689
406,675,612,133,548,520,408,662,48,11,37990
425,528,235,75,731,866,741,770,2,10,35956
121,763,559,69,600,752,810,438,70,10,34473
307,459,470,49,763,901,973,627,74,11,38147
109,430,630,22,552,712,816,367,67,14,28713
310,838,580,150,588,652,779,599,38,27,40983
142,739,565,85,556,844,949,501,99,19,39265
213,779,598,60,578,767,673,569,14,15,33195
180,773,259,111,417,578,542,528,40,10,31613
239,592,532,56,572,806,663,564,36,6,32739
227,582,534,108,735,957,976,708,99,15,43608
195,836,399,133,501,692,561,597,63,16,37394
347,700,658,59,619,808,667,657,95,6,40519
486,518,222,105,693,797,830,693,77,30,42173
118,890,278,25,490,595,681,358,93,30,30970
481,514,438,141,739,757,868,751,33,30,42880
394,911,682,47,744,953,1043,649,97,25,46725
370,677,507,73,682,765,689,653,54,15,38418
284,640,454,100,541,624,707,571,64,24,36501
345,970,582,126,443,479,503,604,60,29,39576
104,635,372,45,407,451,351,363,17,19,22176
307,427,270,116,765,913,938,661,28,18,37661
421,905,680,70,773,917,760,764,97,30,47539
142,515,488,35,447,621,563,389,80,28,28673
230,953,431,28,759,999,1057,635,19,28,38365
261,749,454,88,432,496,442,457,57,15,31868
161,870,303,68,626,970,924,626,41,8,37032
133,944,627,51,317,444,579,348,64,28,30514
300,888,403,112,655,913,931,732,6,5,40414
486,770,515,82,857,942,848,772,26,6,43370
149,668,660,87,456,512,433,470,75,9,31655
460,456,450,48,567,529,456,556,34,27,31413
363,769,308,79,651,802,877,659,37,7,38460
212,479,265,60,486,694,647,459,56,21,29682
424,576,217,54,758,892,861,713,28,15,37356
464,751,489,44,667,679,693,622,20,14,36091
382,548,253,142,503,528,654,632,45,24,36524
421,760,299,105,758,818,765,676,44,25,41242
215,982,395,69,401,441,585,468,1,25,29424
404,924,271,100,734,914,945,733,79,28,46301
238,969,550,102,540,578,481,502,38,16,34902
262,761,310,109,590,762,683,624,56,19,37714
361,985,639,68,819,962,842,761,35,15,43868
303,967,431,97,628,742,661,574,91,28,41675
209,618,335,74,537,606,520,469,21,29,28806
128,613,241,22,442,615,485,333,21,30,22978
392,581,512,26,780,939,775,732,88,14,40651
325,554,690,56,403,460,350,435,15,30,27896
282,663,542,97,429,547,430,478,98,9,35030
260,524,470,27,621,770,878,561,80,19,34979
256,962,516,141,426,569,493,585,66,28,39170
226,638,483,61,481,519,488,424,91,30,32046
152,764,374,144,399,526,605,516,90,13,36008
278,620,228,115,488,632,599,603,85,19,36438
248,688,200,22,530,592,680,409,98,8,31034
279,739,628,68,721,870,781,583,70,30,39996
175,596,310,108,474,647,780,561,76,26,35206
190,490,299,125,607,879,797,643,46,19,36295
274,633,227,27,497,584,528,459,12,6,25731
421,994,565,82,616,741,738,616,54,19,42088
269,503,262,148,599,802,835,699,68,13,39761
379,845,370,101,562,574,481,545,51,11,36157
334,746,470,21,680,829,669,651,31,13,34815
238,816,468,71,577,819,920,524,68,27,38584
133,662,457,107,667,940,866,562,99,27,40313
114,750,217,83,350,451,481,400,5,5,24058
131,414,341,88,645,839,802,541,10,26,30306
100,656,281,108,345,454,483,386,58,25,28073
121,420,311,52,598,822,800,525,55,26,30612
309,810,527,50,560,585,724,507,94,24,37337
247,591,264,60,440,529,536,449,84,12,30402
214,544,490,62,476,534,507,383,32,16,27160
137,786,491,58,621,943,810,577,4,7,32937
428,832,523,101,608,675,708,693,84,11,43154
462,936,696,106,794,968,931,821,9,6,46318
333,714,200,120,743,995,1035,710,92,21,45556
435,587,358,26,562,577,654,569,5,5,29955
257,958,464,91,709,951,1026,637,52,30,43130
406,729,343,78,682,752,824,674,27,20,38287
353,973,586,134,521,607,505,656,77,29,42748
347,611,438,29,497,516,599,424,20,22,28323
128,566,575,93,434,624,673,515,36,20,31034
204,462,270,140,473,522,650,550,41,11,31576
199,579,688,59,645,899,992,530,58,5,36701
135,770,350,120,405,588,606,502,83,19,34687
123,632,656,129,641,927,804,548,90,6,40096
128,707,300,123,678,887,882,548,66,20,38034
140,880,697,130,462,589,634,473,92,6,38028
456,681,289,101,836,999,956,856,19,19,43728
184,415,547,44,484,677,635,456,69,25,30083
498,759,241,142,742,929,898,897,28,14,46254
106,696,628,82,556,785,774,519,20,12,32493
330,925,654,25,431,512,646,506,87,25,36329
176,682,580,69,637,877,730,617,12,22,34035
204,467,504,119,624,926,928,629,58,27,39030
498,937,317,75,661,694,563,662,19,14,38273
352,945,605,32,494,550,614,556,88,28,37797
435,957,577,79,755,872,752,682,87,13,45745
225,532,307,59,660,910,806,539,99,21,36748
302,434,578,111,522,637,700,560,63,8,35598
296,807,541,23,442,463,516,369,38,13,28570
239,636,645,149,502,618,643,568,25,7,35626
206,936,275,78,535,700,631,490,41,20,33612
203,769,604,102,735,927,928,672,30,10,39819
254,890,588,142,663,958,975,752,85,25,47980
197,581,497,46,558,772,767,535,90,18,34930
429,895,476,52,811,967,971,683,3,24,41043
158,963,665,23,568,875,724,474,75,16,36161
392,779,235,115,743,925,970,807,21,16,42738
195,614,601,146,659,835,911,578,44,5,39177
436,521,291,29,625,779,853,592,37,17,34473
217,550,379,41,732,962,793,546,5,27,31616
272,829,521,131,596,731,745,614,0,14,37133
342,673,401,112,617,725,676,668,39,19,38034
125,616,653,134,536,801,729,536,9,30,34439
234,638,493,74,669,866,745,590,78,17,37865
303,778,585,106,741,922,1010,671,66,25,44464
362,591,393,56,678,785,873,652,66,28,38570
161,566,238,117,617,835,834,574,97,27,38247
356,503,432,102,490,450,448,574,55,23,33019
410,654,411,90,559,568,550,617,56,30,36728
329,666,425,25,488,528,624,524,82,23,33080
248,449,485,77,604,766,759,560,60,21,34619
404,549,356,56,785,909,933,696,95,17,42031
277,580,660,146,578,693,564,574,1,16,34896
485,811,470,115,710,778,737,809,35,30,44276
127,635,673,130,665,910,857,572,68,30,40241
299,656,559,117,635,727,722,667,62,15,39820
262,952,339,97,531,543,519,526,56,8,34854
133,476,450,54,618,947,889,557,65,29,34481
147,814,345,124,537,681,692,485,20,25,33287
274,510,341,27,439,574,537,498,60,23,28794
105,589,207,108,419,546,656,449,10,29,27108
108,698,342,64,348,525,671,324,81,9,28738
229,546,253,52,569,682,692,536,56,7,30852
313,698,409,35,738,951,1002,663,7,12,36166
285,503,491,32,599,826,711,589,40,10,32539
311,882,473,40,549,678,640,510,46,21,34496
287,716,431,71,459,527,555,544,59,15,33076
376,944,691,90,773,871,819,682,55,14,44443
328,814,286,125,418,490,639,591,22,24,34887
187,816,628,46,426,464,509,433,22,11,28048
236,599,476,120,530,607,487,491,38,5,32132
292,511,470,129,576,628,527,643,38,19,35094
260,525,491,28,682,915,852,554,62,22,35152
276,872,613,34,481,646,741,476,85,16,36276
130,690,520,41,658,843,776,465,6,11,29763
405,521,285,115,771,994,990,746,43,12,42356
267,471,218,129,621,838,944,603,30,19,36382
256,676,694,69,527,704,603,575,32,14,33962
169,439,329,101,478,622,608,466,90,26,32307
409,929,229,124,617,619,750,665,75,22,42614
371,424,345,98,619,769,660,605,59,9,36025
446,855,414,95,510,586,695,685,26,19,38586
467,744,212,21,794,867,713,719,35,18,37433
460,594,562,133,583,614,551,654,76,5,40893
481,761,258,44,711,793,885,726,62,8,40655
165,987,648,137,751,982,865,719,44,7,44038
236,896,673,103,657,792,774,582,21,18,38427
366,606,607,41,453,537,425,500,84,12,33106
153,731,626,99,426,609,587,416,6,20,29879
397,496,352,26,649,764,669,553,5,24,30678
319,571,288,130,422,475,428,521,95,14,34928
249,401,555,95,737,961,925,637,63,11,38824
445,563,538,64,645,754,737,641,32,6,36824
360,509,509,105,528,490,467,599,16,11,31795
312,819,296,46,719,892,974,629,45,13,38304
410,684,393,102,539,594,492,604,56,8,36424
251,568,355,104,613,710,722,617,88,26,37933
206,903,510,25,354,443,547,306,84,19,29917
421,609,439,76,841,987,966,779,57,16,43590
346,860,403,91,628,698,678,609,23,19,36993
329,636,583,38,575,640,527,550,38,22,32357
278,596,279,109,454,431,477,517,74,7,32144
285,568,647,93,539,710,803,635,15,15,35299
490,848,510,143,646,624,552,678,93,29,45752
355,797,321,25,797,972,829,660,69,6,39376
291,748,693,77,485,640,512,549,44,22,34966
189,796,425,59,360,480,528,437,69,12,30311
404,632,278,104,739,796,683,748,54,13,40062
293,871,246,47,434,538,657,536,53,16,32616
301,666,350,110,750,941,880,687,78,19,42605
