Index,pizza,egg-tomato,bean,Fish in oil,coca_cola,humberger,franch_frise,dessert,family_portrait_package,dumplings,营业额,净利润,成本
5782,346,946,315,79,511,474,399,490,13,20,31367,10377.5,20989.5
5783,500,869,348,20,482,472,540,559,58,28,34848,11490.8,23357.2
5784,394,454,453,90,785,892,924,759,86,21,43187,13911.3,29275.7
5785,488,604,431,133,624,609,742,731,98,16,44337,14406.6,29930.4
5786,483,785,382,25,836,967,913,731,5,17,39408,12727.2,26680.8
5787,286,925,338,86,405,475,349,463,50,29,32255,10777.9,21477.1
5788,156,696,580,96,437,524,545,454,24,27,30092,10014.3,20077.7
5789,422,530,690,44,613,753,808,592,50,15,37213,12190.5,25022.5
5790,190,861,482,73,614,755,798,544,28,14,34818,11456,23362
5791,379,511,417,105,781,920,784,691,100,21,43389,14062.1,29326.9
5792,357,790,550,55,803,947,880,726,80,10,43408,14147.2,29260.8
5793,194,583,577,113,578,818,766,619,43,16,36748,12047.7,24700.3
5794,358,483,372,84,503,455,501,576,19,20,30016,9726.3,20289.7
5795,210,769,404,31,633,763,612,446,7,21,29104,9578.6,19525.4
5796,359,856,280,116,474,509,573,616,97,10,39352,12930.7,26421.3
5797,371,432,401,24,778,934,1020,602,69,11,37439,12037.4,25401.6
5798,324,650,637,53,607,700,776,562,59,13,36426,11961.8,24464.2
5799,246,532,408,50,410,454,460,409,9,28,24828,8184.7,16643.3
5800,185,839,357,71,521,607,517,407,78,23,32642,10844.9,21797.1
5801,137,742,335,63,509,616,567,483,99,28,33126,10934.3,22191.7
5802,319,947,542,40,492,550,427,508,57,8,33377,11134.9,22242.1
5803,272,747,520,80,564,792,701,620,46,27,37349,12309.5,25039.5
5804,207,476,654,43,728,993,1022,609,42,25,36636,11920.3,24715.7
5805,497,622,381,107,660,685,798,771,55,5,41759,13484.2,28274.8
5806,390,451,281,106,491,474,433,550,97,10,34438,11201.7,23236.3
5807,218,400,368,40,496,699,689,520,75,19,30726,10003.8,20722.2
5808,495,558,513,43,530,550,582,630,48,15,34840,11370.1,23469.9
5809,273,564,225,33,375,458,387,443,29,20,24562,8059.3,16502.7
5810,223,877,447,90,619,760,755,600,58,20,38297,12597.6,25699.4
5811,253,402,606,70,771,955,797,581,23,27,34898,11323.2,23574.8
5812,372,694,278,63,759,977,973,688,99,19,43484,14098.4,29385.6
5813,362,678,697,148,488,506,629,561,53,24,39159,12962.1,26196.9
5814,390,542,340,112,604,660,627,603,28,20,35354,11470.6,23883.4
5815,265,977,581,72,626,760,711,571,12,6,35980,11901.2,24078.8
5816,244,940,658,75,731,948,1019,686,91,16,45390,14938.9,30451.1
5817,164,773,332,103,484,624,575,444,48,5,31578,10431.7,21146.3
5818,387,925,288,145,474,472,419,617,33,22,37132,12238.5,24893.5
5819,418,714,264,133,638,756,666,738,1,25,38652,12528,26124
5820,242,864,304,57,455,596,515,434,63,21,31857,10592,21265
5821,438,817,236,105,530,451,570,618,93,29,39593,12952.8,26640.2
5822,335,610,477,85,522,497,616,497,10,28,31218,10230,20988
5823,228,594,266,34,490,540,648,379,0,26,24714,8069.8,16644.2
5824,198,820,395,95,472,577,588,492,96,24,35947,11918.8,24028.2
5825,429,800,464,37,527,435,357,466,41,24,31322,10373.5,20948.5
5826,399,432,662,27,569,710,584,551,28,26,32035,10511.8,21523.2
5827,304,901,635,102,446,442,466,535,99,18,38375,12810.5,25564.5
5828,282,605,373,58,623,703,703,581,77,30,35699,11632.7,24066.3
5829,231,764,383,102,513,654,634,550,82,8,36491,12014.4,24476.6
5830,173,529,421,100,381,553,654,413,6,30,27718,9155.8,18562.2
5831,443,949,341,34,583,518,613,486,68,19,35880,11827.5,24052.5
5832,284,867,372,104,432,551,655,520,11,12,33005,10908.3,22096.7
5833,151,920,326,113,439,662,671,518,59,26,35673,11845.7,23827.3
5834,474,689,685,103,729,773,847,696,39,24,43280,14144.1,29135.9
5835,141,537,558,116,595,920,763,614,15,26,34988,11465.3,23522.7
5836,363,644,687,148,511,502,372,566,74,26,38677,12826.2,25850.8
5837,371,569,613,34,476,579,580,564,79,22,34533,11392.9,23140.1
5838,158,456,570,89,640,988,945,640,86,28,39579,12927.4,26651.6
5839,359,867,698,61,778,980,907,659,28,14,41812,13739.8,28072.2
5840,309,678,669,98,660,749,714,611,3,21,36214,11877.6,24336.4
5841,375,859,623,28,633,792,785,658,74,21,40506,13353.5,27152.5
5842,299,840,515,109,661,831,674,688,32,14,39671,13018.4,26652.6
5843,354,558,293,107,532,544,574,626,19,14,32670,10568.5,22101.5
5844,461,675,214,90,621,667,744,701,99,12,41531,13451.5,28079.5
5845,105,959,662,101,416,535,528,412,2,14,29905,10091.2,19813.8
5846,443,538,657,96,463,455,597,632,65,23,37467,12309,25158
5847,435,645,685,108,761,890,757,754,5,22,41493,13525.1,27967.9
5848,235,597,323,37,359,472,617,417,21,30,25922,8546.5,17375.5
5849,496,460,308,45,680,735,857,623,44,15,36229,11639.5,24589.5
5850,395,492,481,116,709,778,668,673,7,10,36493,11789.7,24703.3
5851,260,746,672,28,578,812,778,582,89,28,38368,12709.5,25658.5
5852,485,582,536,81,658,727,724,678,96,13,42388,13824.1,28563.9
5853,475,795,594,78,580,654,647,695,83,18,42451,13972.1,28478.9
5854,378,626,417,34,546,645,584,543,43,12,32222,10545.9,21676.1
5855,123,944,610,20,616,938,775,475,23,29,33336,11136,22200
5856,223,836,343,58,441,522,553,404,7,25,27824,9243.2,18580.8
5857,322,677,656,129,595,678,726,591,40,20,39028,12844.4,26183.6
5858,132,411,385,32,345,499,475,293,45,24,22247,7388.1,14858.9
5859,273,434,206,24,493,648,544,434,83,10,28400,9240.9,19159.1
5860,195,908,685,79,671,887,789,632,21,23,38330,12674,25656
5861,128,938,630,76,550,688,746,456,42,12,34280,11429.8,22850.2
5862,212,539,323,51,419,547,443,391,78,29,28421,9401.3,19019.7
5863,487,845,409,62,799,913,840,711,85,18,45290,14764.3,30525.7
5864,317,844,454,65,540,593,597,497,93,17,36912,12219.4,24692.6
5865,433,561,610,75,695,868,722,711,70,28,41883,13682.8,28200.2
5866,409,624,461,98,741,903,993,681,62,16,43214,14027.6,29186.4
5867,419,734,686,113,639,651,560,710,76,30,42884,14111.2,28772.8
5868,363,602,494,21,486,461,602,518,12,27,28632,9373.9,19258.1
5869,321,451,684,62,463,488,579,501,69,20,32504,10714.5,21789.5
5870,168,748,434,60,496,616,639,427,42,28,30526,10116.4,20409.6
5871,202,439,241,100,470,570,549,514,11,10,27009,8727.9,18281.1
5872,447,449,640,44,472,455,432,542,10,12,29018,9512.4,19505.6
5873,331,936,590,93,748,936,799,732,93,10,46182,15179.1,31002.9
5874,230,738,669,132,691,922,790,701,60,11,42715,14028.1,28686.9
5875,443,881,217,47,785,874,775,709,73,13,41717,13526.2,28190.8
5876,281,776,421,27,657,885,953,592,3,21,34330,11200,23130
5877,270,549,281,33,713,948,779,620,82,14,36143,11691,24452
5878,109,840,698,93,675,976,819,545,11,12,36237,12006.7,24230.3
5879,420,826,357,71,756,874,868,654,39,9,40545,13182.2,27362.8
5880,150,909,270,61,641,884,921,588,77,21,38209,12517.2,25691.8
5881,230,656,569,107,678,922,946,605,92,13,42285,13859.3,28425.7
5882,105,536,275,39,405,502,492,322,100,13,26071,8611.5,17459.5
5883,470,448,685,141,633,696,547,688,58,27,41484,13572.7,27911.3
5884,235,871,438,22,647,926,788,612,50,23,36511,12013.5,24497.5
5885,247,431,373,63,642,896,886,591,61,24,35511,11501.3,24009.7
5886,298,592,341,132,775,941,818,725,49,17,41256,13324.4,27931.6
5887,131,739,276,144,577,784,664,511,63,5,35849,11761.2,24087.8
5888,465,953,399,66,546,552,694,616,76,7,40001,13156.5,26844.5
5889,201,951,477,23,639,928,941,546,84,14,38840,12835.8,26004.2
5890,457,459,415,50,584,643,561,570,56,30,34289,11166.2,23122.8
5891,253,821,563,92,752,952,841,706,50,18,41766,13668.2,28097.8
5892,498,903,259,42,616,712,783,715,65,8,40561,13209.1,27351.9
5893,172,500,507,91,577,748,673,578,71,13,34490,11268,23222
5894,283,874,420,87,474,444,438,433,19,24,30538,10154.1,20383.9
5895,188,535,270,26,561,701,755,506,18,7,27047,8723.7,18323.3
5896,158,610,653,109,537,654,576,499,2,8,30403,10034.8,20368.2
5897,251,708,610,56,774,969,948,681,48,22,40024,13052.6,26971.4
5898,168,612,266,107,569,794,794,521,51,18,34280,11180.1,23099.9
5899,462,554,633,116,789,914,757,789,3,10,41408,13407.3,28000.7
5900,246,791,417,44,528,594,726,469,99,8,34845,11488.7,23356.3
5901,252,476,375,62,496,575,618,436,23,26,27922,9121.3,18800.7
5902,469,747,569,33,537,449,437,523,8,21,31020,10232.9,20787.1
5903,228,615,514,92,728,906,807,623,17,6,35808,11632.5,24175.5
5904,402,946,264,117,755,916,940,720,66,8,45760,14895.2,30864.8
5905,173,509,622,77,623,942,831,540,97,13,38094,12527.8,25566.2
5906,329,654,645,63,669,926,855,718,27,26,39346,12871.3,26474.7
5907,144,575,225,112,588,840,842,599,44,19,34714,11248.3,23465.7
5908,474,987,360,118,536,499,513,584,30,26,38629,12754.6,25874.4
5909,357,705,342,48,640,859,837,694,30,20,37080,12042.2,25037.8
5910,285,407,619,37,796,986,868,624,5,8,33551,10813.7,22737.3
5911,295,951,357,114,619,707,558,655,65,21,40031,13168.4,26862.6
5912,255,462,253,75,694,954,1034,671,8,28,35111,11245.6,23865.4
5913,447,919,245,89,643,717,611,650,33,28,39127,12801.3,26325.7
5914,474,632,353,127,720,845,785,790,91,29,46450,15071.8,31378.2
5915,478,527,215,77,557,512,463,638,52,11,33674,10861.5,22812.5
5916,148,708,531,49,370,465,540,351,33,27,26556,8905.2,17650.8
5917,417,911,336,88,572,529,619,584,33,11,36389,11924.8,24464.2
5918,366,702,230,92,650,720,649,619,79,19,38603,12553.2,26049.8
5919,436,892,238,113,512,539,415,568,2,19,34097,11212.9,22884.1
5920,211,950,307,94,573,777,708,556,1,20,34134,11243.1,22890.9
5921,350,916,437,127,627,793,897,696,75,29,45443,14925.8,30517.2
5922,384,857,594,24,667,763,769,612,25,23,36859,12121,24738
5923,303,505,369,47,658,765,611,549,87,23,34743,11304.8,23438.2
5924,272,876,398,122,640,820,881,660,42,28,41362,13554.4,27807.6
5925,395,462,678,111,825,1000,937,826,27,11,43248,13955.6,29292.4
5926,122,976,528,133,533,794,785,531,61,15,39413,13116.4,26296.6
5927,379,820,486,85,609,738,750,682,39,13,39452,12923.6,26528.4
5928,402,779,311,57,501,570,599,593,40,28,34531,11324.6,23206.4
5929,495,635,608,82,712,843,712,723,69,10,43066,14061.1,29004.9
5930,274,506,463,55,696,895,836,651,7,5,33378,10762,22616
5931,319,917,311,112,658,902,997,757,34,14,42934,13983.4,28950.6
5932,443,533,555,46,735,853,741,680,50,16,38540,12509.8,26030.2
5933,402,946,637,33,606,583,644,495,14,14,34199,11343.2,22855.8
5934,474,990,347,39,749,813,783,691,73,6,42474,13864.3,28609.7
5935,264,881,497,58,585,759,699,596,27,10,35181,11594.9,23586.1
5936,193,734,495,100,596,867,951,540,71,8,39055,12843.5,26211.5
5937,142,471,411,139,501,739,863,549,46,24,34916,11396.2,23519.8
5938,378,571,398,143,645,853,728,769,48,7,41614,13494.3,28119.7
5939,160,554,357,120,470,677,732,547,42,19,33015,10795.7,22219.3
5940,104,982,210,112,483,750,800,530,3,12,32827,10820.1,22006.9
5941,406,514,286,36,432,468,348,546,13,11,26445,8600,17845
5942,248,910,475,76,561,609,532,451,84,18,35837,11918.8,23918.2
5943,186,752,210,54,631,774,636,468,3,27,29050,9483.4,19566.6
5944,216,969,301,90,374,455,387,435,42,15,30397,10165.7,20231.3
5945,101,753,640,113,495,749,838,477,70,15,36845,12253.9,24591.1
5946,404,497,700,100,504,581,535,581,98,12,38667,12752.4,25914.6
5947,263,919,472,67,585,649,623,578,88,9,37853,12494.5,25358.5
5948,127,594,695,45,516,663,707,414,77,30,32064,10666.5,21397.5
5949,180,458,595,138,459,581,495,467,30,25,31098,10279.3,20818.7
5950,152,910,546,61,520,612,524,470,8,28,29999,10011,19988
5951,414,542,391,134,716,927,1033,807,95,18,47468,15348.7,32119.3
5952,400,987,672,73,670,693,615,616,12,26,38702,12813.8,25888.2
5953,371,694,584,100,651,751,636,630,83,24,41373,13602.1,27770.9
5954,117,690,692,106,593,816,838,560,39,12,36234,11953.1,24280.9
5955,162,900,399,54,497,648,758,439,8,22,30122,9986.6,20135.4
5956,145,913,550,75,598,759,808,511,11,10,33597,11108.3,22488.7
5957,342,999,595,48,471,432,575,468,97,21,37059,12390.2,24668.8
5958,216,494,545,107,622,821,679,633,77,11,37534,12254.2,25279.8
5959,395,914,516,79,555,516,401,581,56,24,36809,12195,24614
5960,176,702,461,37,506,570,596,420,48,19,28845,9535.5,19309.5
5961,168,443,392,121,588,817,692,596,78,21,36197,11787.5,24409.5
5962,435,667,693,104,805,993,893,762,88,7,47657,15557.7,32099.3
5963,401,891,323,109,701,815,737,665,20,10,39993,13044,26949
5964,488,627,680,90,635,748,866,753,15,17,41016,13371.4,27644.6
5965,406,405,452,92,511,591,497,549,37,26,32772,10701.5,22070.5
5966,114,688,231,138,695,923,1012,644,12,10,36623,11809.6,24813.4
5967,144,914,647,90,388,459,378,421,70,9,31933,10775.1,21157.9
5968,494,971,313,91,739,770,692,743,90,26,46001,15030.8,30970.2
5969,383,654,681,117,812,994,893,786,94,17,48204,15726.3,32477.7
5970,401,963,627,30,763,894,764,687,3,21,38988,12809.6,26178.4
5971,467,848,514,87,791,916,808,782,69,8,45961,14985.1,30975.9
5972,208,475,600,124,438,491,432,532,8,5,28772,9453.5,19318.5
5973,352,913,243,68,470,575,520,542,60,19,34865,11514.9,23350.1
5974,202,877,561,106,505,675,726,546,32,25,36258,12037.1,24220.9
5975,337,819,442,26,691,856,763,644,78,22,39232,12851,26381
5976,497,885,508,60,777,871,867,786,76,14,46079,15024.6,31054.4
5977,329,851,243,142,531,651,764,659,78,24,41892,13717.2,28174.8
5978,104,664,374,126,470,644,724,478,22,22,31368,10318.4,21049.6
5979,208,877,275,62,403,494,579,381,86,27,32023,10671.5,21351.5
5980,241,979,435,76,499,600,598,457,44,29,34290,11435.9,22854.1
5981,471,607,488,113,776,899,945,773,48,21,44860,14520.9,30339.1
5982,207,797,556,145,453,520,534,495,20,29,33940,11293.7,22646.3
5983,500,438,635,61,625,629,561,691,74,13,38147,12411.1,25735.9
5984,498,973,335,128,743,835,858,846,17,13,45734,14851,30883
5985,206,795,503,119,695,986,952,711,22,14,40811,13330.8,27480.2
5986,489,925,577,140,512,481,464,664,7,19,39204,12963.6,26240.4
5987,321,947,537,72,668,873,958,600,11,24,39513,13012.7,26500.3
5988,144,931,295,34,624,821,873,539,6,17,31701,10376.7,21324.3
5989,328,892,328,66,503,637,744,555,31,11,34765,11434.8,23330.2
5990,416,461,620,128,529,497,488,659,84,7,38447,12563.3,25883.7
5991,149,911,272,128,379,474,604,435,77,19,34089,11336,22753
5992,254,944,529,56,663,961,1016,652,32,25,40440,13309.7,27130.3
5993,117,513,219,134,703,972,967,566,29,26,35795,11549.5,24245.5
5994,170,522,301,41,425,435,338,313,80,23,24861,8224.9,16636.1
5995,468,548,274,38,712,863,876,747,75,19,40288,12964.8,27323.2
5996,311,566,318,133,448,523,399,556,69,28,34541,11343.1,23197.9
5997,458,861,531,130,619,644,503,714,13,11,39859,13082.8,26776.2
5998,473,730,639,24,579,540,559,506,25,9,32852,10835.4,22016.6
5999,171,450,628,100,486,546,425,454,40,19,29046,9594.5,19451.5
6000,392,680,207,138,729,941,1037,779,0,5,41496,13323.5,28172.5
6001,104,823,688,43,638,975,992,578,46,5,36803,12154.7,24648.3
6002,255,859,402,60,630,833,860,570,49,14,37236,12223.1,25012.9
6003,266,636,560,71,689,930,946,672,83,8,41092,13405.1,27686.9
6004,207,908,331,29,573,766,796,466,80,16,34950,11545.6,23404.4
6005,230,571,590,111,452,593,721,547,83,27,36863,12167.4,24695.6
6006,451,618,267,140,750,912,757,837,68,23,45501,14692.5,30808.5
6007,483,546,647,128,713,747,721,792,7,5,40773,13199.8,27573.2
6008,298,619,235,57,602,789,788,546,39,5,33086,10725.4,22360.6
6009,482,891,461,145,868,966,948,905,36,24,50076,16238,33838
6010,431,459,313,20,500,572,489,488,21,24,27834,9058.1,18775.9
6011,245,720,435,111,569,667,550,512,5,19,32242,10606.2,21635.8
6012,201,852,310,112,551,617,521,554,40,14,33785,11104.4,22680.6
6013,345,432,463,26,658,873,822,659,43,20,34797,11247.3,23549.7
6014,288,404,667,96,676,795,881,567,9,20,34858,11326.3,23531.7
6015,257,611,404,103,544,573,592,462,9,20,30315,9927.1,20387.9
6016,480,502,247,91,605,693,715,671,100,27,40795,13213.5,27581.5
6017,174,647,323,95,629,956,969,563,89,25,39586,12942.8,26643.2
6018,261,594,223,101,608,790,672,667,82,23,37806,12267.5,25538.5
6019,187,921,661,62,401,491,415,366,20,9,28479,9645.1,18833.9
6020,328,743,657,37,584,676,796,593,13,21,34367,11300.6,23066.4
6021,412,759,289,68,559,603,486,590,39,11,34052,11131.4,22920.6
6022,303,823,644,125,690,787,893,692,26,19,41890,13724.5,28165.5
6023,471,865,379,21,754,784,650,693,89,26,41321,13487.1,27833.9
6024,480,865,404,42,510,477,518,536,97,17,37486,12383.8,25102.2
6025,292,776,276,114,464,561,600,575,52,24,35479,11655,23824
6026,420,604,476,71,816,990,989,753,39,19,42362,13681.8,28680.2
6027,290,753,226,148,539,595,621,606,91,9,39271,12829,26442
6028,404,715,565,47,544,656,538,529,100,10,37552,12429.8,25122.2
6029,496,740,349,56,764,892,995,708,4,26,40197,12992.4,27204.6
6030,172,643,417,84,389,499,541,422,38,6,28093,9296.6,18796.4
6031,403,928,670,37,847,984,854,696,45,11,42926,14072.4,28853.6
6032,167,624,366,134,554,836,734,580,48,15,36294,11885.9,24408.1
6033,219,902,245,25,494,628,662,452,37,14,29773,9824.9,19948.1
6034,234,803,271,38,695,905,964,548,65,21,37062,12083.8,24978.2
6035,108,701,256,90,422,514,562,421,79,17,30079,9923,20156
6036,339,422,498,94,654,800,840,676,78,18,39589,12827,26762
6037,402,538,607,134,636,787,710,670,51,19,41285,13500.4,27784.6
6038,303,902,318,57,482,540,608,508,1,18,30450,10037.7,20412.3
6039,294,443,513,110,500,549,525,600,99,15,36139,11818.4,24320.6
6040,487,465,691,129,551,497,397,641,66,28,38849,12755.6,26093.4
6041,187,682,523,140,520,656,521,563,64,22,36434,12038.2,24395.8
6042,314,444,250,133,454,558,449,544,15,15,30204,9813.8,20390.2
6043,255,603,287,45,695,999,1018,611,92,29,39582,12855.9,26726.1
6044,230,706,472,38,666,988,1004,639,90,10,40006,13075.6,26930.4
6045,498,661,507,137,718,893,866,771,76,21,47786,15575.3,32210.7
6046,248,917,244,66,387,480,531,471,62,6,31433,10419.6,21013.4
6047,467,711,623,132,589,618,632,734,94,24,45121,14819,30302
6048,328,893,403,107,597,675,678,644,28,22,38180,12528.8,25651.2
6049,106,803,472,149,384,457,571,368,2,29,29493,9867.3,19625.7
6050,331,473,223,64,726,901,967,695,70,16,38505,12335.8,26169.2
6051,285,458,614,91,739,969,865,730,55,16,40248,13051.7,27196.3
6052,407,879,654,88,784,997,852,753,64,26,46806,15374,31432
6053,291,437,202,49,563,675,642,502,30,26,28856,9309.6,19546.4
6054,288,512,216,48,655,915,1001,604,8,22,33174,10653.4,22520.6
6055,465,705,318,72,830,938,945,818,86,21,45948,14819.9,31128.1
6056,154,503,310,117,425,512,480,450,24,7,26983,8822.1,18160.9
6057,303,933,439,116,625,860,834,671,23,13,40744,13385.6,27358.4
6058,441,919,369,38,838,963,890,682,7,23,40010,13003.2,27006.8
6059,190,569,419,90,337,456,582,473,94,15,31859,10530.9,21328.1
6060,124,434,267,135,661,972,867,594,27,28,35049,11322.5,23726.5
6061,218,685,570,43,579,733,625,501,61,9,32962,10881,22081
6062,143,532,573,61,601,787,862,441,97,11,34850,11454.2,23395.8
6063,492,505,456,24,530,526,444,513,4,30,28948,9461.2,19486.8
6064,216,978,220,135,594,679,564,596,15,27,35771,11747.4,24023.6
6065,206,965,347,47,673,838,823,596,19,18,35067,11485.3,23581.7
6066,435,844,640,108,511,503,561,624,52,7,39216,12965.1,26250.9
6067,293,541,636,89,495,631,534,532,60,29,34655,11464.7,23190.3
6068,481,404,697,149,662,648,776,700,77,26,44035,14332.1,29702.9
6069,276,989,311,52,621,788,678,612,7,8,34152,11202.3,22949.7
6070,269,611,215,25,705,896,855,587,3,8,30916,9921.3,20994.7
6071,369,803,281,52,632,794,818,650,70,15,39061,12731.1,26329.9
6072,258,626,453,46,443,523,415,499,37,19,28380,9370,19010
6073,102,830,384,59,559,792,786,534,48,17,33299,10963.7,22335.3
6074,323,557,369,139,527,533,580,540,100,9,37654,12307.9,25346.1
6075,328,977,506,72,532,618,667,533,52,29,37617,12499.9,25117.1
6076,107,986,380,47,514,766,783,513,70,15,34735,11526.5,23208.5
6077,231,940,683,28,694,905,782,527,35,27,36852,12246.2,24605.8
6078,123,662,240,146,630,902,968,599,87,23,40626,13230.4,27395.6
6079,468,476,676,47,548,464,521,543,25,19,31772,10399.6,21372.4
6080,422,485,629,47,745,865,907,707,61,15,40245,13037.2,27207.8
6081,457,732,247,71,535,558,516,630,53,11,35441,11548.8,23892.2
6082,220,591,381,144,453,492,504,489,48,15,32349,10628.3,21720.7
6083,301,906,652,80,674,922,856,684,20,28,41047,13539.4,27507.6
6084,137,603,585,137,385,524,651,433,20,29,31029,10319.9,20709.1
6085,276,995,371,78,670,772,742,585,48,14,38371,12611.6,25759.4
6086,410,954,496,140,496,499,644,591,2,9,37694,12449.1,25244.9
6087,211,574,425,130,558,719,688,613,7,30,33973,11081.9,22891.1
6088,339,949,583,26,449,435,335,470,78,23,33055,11094.7,21960.3
6089,245,512,413,96,508,590,472,467,50,11,30531,10014.1,20516.9
6090,379,552,364,85,808,946,771,686,66,15,40541,13092.9,27448.1
6091,404,567,396,55,476,529,474,534,26,17,30367,9941.1,20425.9
6092,367,732,677,119,682,858,717,773,87,6,45405,14889.3,30515.7
6093,140,715,478,32,557,736,840,489,24,29,30636,10076.9,20559.1
6094,101,807,555,72,555,781,870,455,89,24,36746,12200.9,24545.1
6095,474,947,327,62,728,833,810,714,14,8,40170,13067.8,27102.2
6096,342,703,312,37,615,724,812,616,18,15,33403,10824.3,22578.7
6097,191,948,535,70,445,556,561,456,79,13,34386,11508.8,22877.2
6098,242,515,665,131,548,700,602,628,17,16,34856,11433.9,23422.1
6099,322,874,634,144,546,538,408,529,22,16,36354,12093,24261
6100,347,641,510,138,749,940,972,724,23,10,42616,13823.9,28792.1
6101,295,622,633,145,723,876,900,745,5,18,41054,13344.9,27709.1
6102,298,806,538,94,702,895,833,721,76,21,43434,14226.7,29207.3
6103,156,628,488,39,506,665,728,380,6,29,27089,8958.1,18130.9
6104,409,429,697,22,594,557,451,560,88,26,33887,11115.8,22771.2
6105,326,481,382,85,725,908,796,674,40,18,37362,12055.4,25306.6
6106,464,479,302,145,845,975,884,900,78,16,47479,15212.4,32266.6
6107,330,679,247,123,540,626,488,595,55,9,35483,11582.8,23900.2
6108,434,571,643,48,638,637,574,605,47,10,35336,11551.1,23784.9
6109,410,551,265,105,723,930,896,743,72,10,42559,13719.4,28839.6
6110,491,525,638,96,617,663,638,675,96,22,42351,13862.4,28488.6
6111,451,905,561,100,653,628,715,706,60,29,43336,14230.1,29105.9
6112,184,418,299,23,607,730,856,430,10,16,26045,8368.8,17676.2
6113,416,879,496,26,485,542,687,522,99,11,37574,12448.6,25125.4
6114,144,626,534,144,596,770,724,533,69,8,37404,12293.1,25110.9
6115,262,582,527,35,525,656,776,474,52,10,31665,10395.6,21269.4
6116,429,489,390,23,691,771,890,607,96,12,38128,12320,25808
6117,293,432,392,107,531,720,767,564,32,5,33502,10871.7,22630.3
6118,377,682,495,63,650,715,687,666,55,27,38131,12447.8,25683.2
6119,353,902,317,146,562,679,663,715,88,22,43975,14432,29543
6120,236,677,521,62,727,986,1016,615,14,28,37304,12160.8,25143.2
6121,300,789,562,103,623,683,757,533,54,13,38288,12608.1,25679.9
6122,365,979,586,100,430,430,545,576,87,9,39374,13110.6,26263.4
6123,158,867,544,111,575,869,738,647,58,10,39381,13011.4,26369.6
6124,159,439,661,21,605,855,786,509,74,25,32770,10764.5,22005.5
6125,389,597,535,97,773,943,967,788,14,11,41384,13359.7,28024.3
6126,178,528,477,36,369,445,438,395,63,30,26223,8716.5,17506.5
6127,172,606,458,41,398,572,506,424,75,16,28851,9587.1,19263.9
6128,425,709,265,20,528,474,460,497,9,5,27571,8974.2,18596.8
6129,226,826,448,132,682,824,743,605,57,29,40647,13352.4,27294.6
6130,193,421,201,67,523,656,579,482,6,27,25869,8347.5,17521.5
6131,326,897,456,138,697,816,694,704,90,24,45479,14935.6,30543.4
6132,320,735,419,137,448,444,434,531,70,21,35975,11889.3,24085.7
6133,275,606,622,50,644,844,816,589,40,27,36062,11825.9,24236.1
6134,224,417,422,149,550,632,755,571,18,15,33304,10782.5,22521.5
6135,317,561,438,37,615,649,676,550,76,19,34001,11074.5,22926.5
6136,203,646,354,87,508,625,763,540,87,20,35401,11590.1,23810.9
6137,207,855,659,75,640,780,676,547,62,18,37639,12477,25162
6138,402,774,465,30,779,984,948,678,10,13,38547,12520.9,26026.1
6139,170,630,430,108,362,430,534,410,12,16,27160,8997.2,18162.8
6140,108,715,441,85,588,803,892,548,0,16,32051,10476.2,21574.8
6141,153,720,332,90,472,580,589,420,50,26,30629,10125.2,20503.8
6142,383,938,654,125,815,978,904,838,58,12,48951,16013.8,32937.2
6143,143,741,415,123,427,533,655,409,69,25,33442,11106.8,22335.2
6144,427,855,596,115,559,552,526,642,90,9,41998,13871.5,28126.5
6145,121,889,581,73,406,568,685,440,36,13,31286,10474.3,20811.7
6146,125,583,672,38,385,494,510,368,80,8,27834,9320.4,18513.6
6147,334,705,573,142,480,556,536,627,65,15,38928,12847,26081
6148,451,980,544,88,648,627,615,598,51,25,40971,13535.8,27435.2
6149,139,937,381,108,672,927,1002,654,35,17,39926,13066.2,26859.8
6150,187,783,376,54,415,572,562,473,2,28,27658,9173.8,18484.2
6151,235,724,485,147,402,500,523,575,74,25,36968,12244.7,24723.3
6152,377,921,535,119,638,657,783,582,21,7,39505,12989.8,26515.2
6153,385,800,229,72,528,471,600,550,20,30,32571,10629.8,21941.2
6154,133,580,668,140,688,910,898,656,38,23,39528,12922.5,26605.5
6155,145,837,360,111,403,525,596,456,90,22,34544,11487.2,23056.8
6156,242,919,397,35,471,586,684,432,63,13,32512,10806.4,21705.6
6157,371,806,327,93,534,505,633,609,26,6,34540,11264.4,23275.6
6158,365,869,373,147,664,698,653,647,37,9,40580,13268.2,27311.8
6159,402,483,479,109,623,749,746,645,62,14,39234,12756.2,26477.8
6160,334,558,548,38,820,992,968,719,5,16,37080,11941.5,25138.5
6161,146,603,554,135,558,679,549,510,98,23,37031,12233.9,24797.1
6162,301,806,324,70,423,524,469,438,11,27,29285,9726.6,19558.4
6163,292,737,568,150,702,837,868,718,96,20,46367,15172.8,31194.2
6164,309,759,276,28,618,817,843,558,67,27,36227,11840.6,24386.4
6165,150,558,224,40,695,911,866,587,59,5,32729,10525,22204
6166,397,401,540,95,558,618,745,669,100,28,39910,12986.8,26923.2
6167,391,834,233,31,478,525,641,573,10,16,30826,10068.6,20757.4
6168,108,962,494,67,420,513,540,315,99,11,32103,10823,21280
6169,416,477,657,90,720,766,867,676,55,30,40935,13301.5,27633.5
6170,449,627,393,101,624,700,623,707,99,10,41873,13635.1,28237.9
6171,121,570,687,30,558,780,792,401,44,20,30188,10010.6,20177.4
